"CBL ID","Decade","Year of Capture","Month","Day","Season","Region","State","Gear","Rec/Comm","Final Age","Age Group","CFL (cm)","CFL (in)","Size Group","d13C VPDB","d18O VPDB","First Year","Year Class","Year shift","d13C slope","d13C change","Suess d13C","final d18O","abs Suess C","abs final O","Origin.East","Origin.West"
"2011_NE_37","2010s",2011,7,26,"Q3","NE","MA","RR","Rec",6,"Juvenile",119.4,47.007874015748,"LS/SM",-9.72342251071883,-1.05578442033871,2006,2005,1,-0.0394,-0.0394,-9.76282251071883,-1.05578442033871,9.76282251071883,1.05578442033871,0.29,0.71
"2011_NE_38","2010s",2011,7,29,"Q3","NE","MA","RR","Rec",6,"Juvenile",149.9,59.0157480314961,"LS/SM",-9.20161362063473,-1.2595328241238,2006,2005,1,-0.0394,-0.0394,-9.24101362063473,-1.2595328241238,9.24101362063473,1.2595328241238,0.068,0.932
"2011_NE_39","2010s",2011,7,31,"Q3","NE","MA","RR","Rec",7,"Juvenile",144.8,57.007874015748,"LS/SM",-8.84084006284297,-1.17035074031125,2006,2004,2,-0.0394,-0.0788,-8.91964006284297,-1.17035074031125,8.91964006284297,1.17035074031125,0.278,0.722
"2011_NE_4","2010s",2011,6,28,"Q2","NE","MA",NA,NA,10,"Adult",0,0,NA,-8.07059303350311,-1.50846234050998,2006,2001,5,-0.0394,-0.197,-8.26759303350311,-1.50846234050998,8.26759303350311,1.50846234050998,0.02,0.98
"2011_NE_40","2010s",2011,7,31,"Q3","NE","MA","RR","Rec",6,"Juvenile",151.5717,59.6738976377953,"LS/SM",-9.58813259902626,-1.30025995551215,2006,2005,1,-0.0394,-0.0394,-9.62753259902626,-1.30025995551215,9.62753259902626,1.30025995551215,0.064,0.936
"2011_NE_41","2010s",2011,8,2,"Q3","NE","MA","RR","Rec",6,"Juvenile",144.8,57.007874015748,"LS/SM",-10.0771907122307,-1.37817068669201,2006,2005,1,-0.0394,-0.0394,-10.1165907122307,-1.37817068669201,10.1165907122307,1.37817068669201,0.202,0.798
"2011_NE_42","2010s",2011,8,2,"Q3","NE","MA","RR","Rec",5,"Juvenile",114.3,45,"YS/School",-9.11154482363688,-1.63255271911488,2006,2006,0,-0.0394,0,-9.11154482363688,-1.63255271911488,9.11154482363688,1.63255271911488,0,1
"2011_NE_43","2010s",2011,8,3,"Q3","NE","MA","RR","Rec",8,"Adult",147.3,57.992125984252,"LS/SM",-9.03441364829372,-1.39184165686821,2006,2003,3,-0.0394,-0.1182,-9.15261364829372,-1.39184165686821,9.15261364829372,1.39184165686821,0.002,0.998
"2011_NE_44","2010s",2011,8,3,"Q3","NE","MA","RR","Rec",8,"Adult",147.3,57.992125984252,"LS/SM",-8.28478243770316,-0.710349751013509,2006,2003,3,-0.0394,-0.1182,-8.40298243770316,-0.710349751013509,8.40298243770316,0.710349751013509,1,0
"2011_NE_45","2010s",2011,8,5,"Q3","NE","MA","RR","Rec",7,"Juvenile",137.2,54.0157480314961,"LS/SM",-8.78358387734407,-2.16925524799125,2006,2004,2,-0.0394,-0.0788,-8.86238387734407,-2.16925524799125,8.86238387734407,2.16925524799125,0.036,0.964
"2011_NE_46","2010s",2011,8,5,"Q3","NE","MA","RR","Rec",7,"Juvenile",147.3,57.992125984252,"LS/SM",-8.47377846971038,-1.5520880909883,2006,2004,2,-0.0394,-0.0788,-8.55257846971038,-1.5520880909883,8.55257846971038,1.5520880909883,0.156,0.844
"2011_NE_47","2010s",2011,8,16,"Q3","NE","MA","RR","Rec",5,"Juvenile",144.8,57.007874015748,"LS/SM",-9.30006698434701,-1.29155864691563,2006,2006,0,-0.0394,0,-9.30006698434701,-1.29155864691563,9.30006698434701,1.29155864691563,0.05,0.95
"2011_NE_48","2010s",2011,8,18,"Q3","NE","MA","RR","Rec",3,"Juvenile",111.8,44.0157480314961,"YS/School",-8.47188975367182,-1.55200146650169,2006,2008,-2,-0.0394,0.0788,-8.39308975367182,-1.55200146650169,8.39308975367182,1.55200146650169,0.044,0.956
"2011_NE_49","2010s",2011,8,19,"Q3","NE","MA","RR","Rec",8,"Adult",144.8,57.007874015748,"LS/SM",-8.38642736149387,-1.3394870815293,2006,2003,3,-0.0394,-0.1182,-8.50462736149387,-1.3394870815293,8.50462736149387,1.3394870815293,0.068,0.932
"2011_NE_5","2010s",2011,6,28,"Q2","NE","MA",NA,"Comm",10,"Adult",186.474389011733,73.4151137841468,"LM",-8.62914968771008,-1.32425417229287,2006,2001,5,-0.0394,-0.197,-8.82614968771008,-1.32425417229287,8.82614968771008,1.32425417229287,0.082,0.918
"2011_NE_50","2010s",2011,8,19,"Q3","NE","MA","RR","Rec",5,"Juvenile",111.8,44.0157480314961,"YS/School",-9.55006740491155,-1.40294279742096,2006,2006,0,-0.0394,0,-9.55006740491155,-1.40294279742096,9.55006740491155,1.40294279742096,0.132,0.868
"2011_NE_51","2010s",2011,8,20,"Q3","NE","MA","RR","Rec",7,"Juvenile",147.3,57.992125984252,"LS/SM",-9.4171367383561,-1.32243970164014,2006,2004,2,-0.0394,-0.0788,-9.4959367383561,-1.32243970164014,9.4959367383561,1.32243970164014,0.006,0.994
"2011_NE_52","2010s",2011,8,20,"Q3","NE","MA","RR","Rec",6,"Juvenile",121.9365,48.0064960629921,"LS/SM",-8.72875529547847,-1.52241220301802,2006,2005,1,-0.0394,-0.0394,-8.76815529547847,-1.52241220301802,8.76815529547847,1.52241220301802,0.014,0.986
"2011_NE_53","2010s",2011,8,20,"Q3","NE","MA","RR","Rec",5,"Juvenile",159.9066,62.9553543307087,"LS/SM",-9.12893189657576,-1.47228071689914,2006,2006,0,-0.0394,0,-9.12893189657576,-1.47228071689914,9.12893189657576,1.47228071689914,0.002,0.998
"2011_NE_54","2010s",2011,8,22,"Q3","NE","MA","RR","Rec",8,"Adult",147.3,57.992125984252,"LS/SM",-9.1180616421668,-1.20978096206877,2006,2003,3,-0.0394,-0.1182,-9.2362616421668,-1.20978096206877,9.2362616421668,1.20978096206877,0.09,0.91
"2011_NE_55","2010s",2011,8,22,"Q3","NE","MA","RR","Rec",6,"Juvenile",147.3,57.992125984252,"LS/SM",-8.24432095080257,-1.30192013541219,2006,2005,1,-0.0394,-0.0394,-8.28372095080258,-1.30192013541219,8.28372095080258,1.30192013541219,0.286,0.714
"2011_NE_56","2010s",2011,8,22,"Q3","NE","MA","RR","Rec",6,"Juvenile",152.9094,60.2005511811024,"LS/SM",-9.46466852027418,-1.03003287273589,2006,2005,1,-0.0394,-0.0394,-9.50406852027418,-1.03003287273589,9.50406852027418,1.03003287273589,0.124,0.876
"2011_NE_57","2010s",2011,8,23,"Q3","NE","MA","RR","Rec",7,"Juvenile",111.8,44.0157480314961,"YS/School",-8.79540643718518,-1.43576076596057,2006,2004,2,-0.0394,-0.0788,-8.87420643718518,-1.43576076596057,8.87420643718518,1.43576076596057,0.022,0.978
"2011_NE_58","2010s",2011,8,23,"Q3","NE","MA","RR","Rec",6,"Juvenile",134.6,52.992125984252,"LS/SM",-8.73445441981669,-1.10783113883285,2006,2005,1,-0.0394,-0.0394,-8.77385441981669,-1.10783113883285,8.77385441981669,1.10783113883285,0.34,0.66
"2011_NE_59","2010s",2011,8,26,"Q3","NE","MA","RR","Rec",8,"Adult",134.6,52.992125984252,"LS/SM",-9.16522854794342,-1.49647055993853,2006,2003,3,-0.0394,-0.1182,-9.28342854794342,-1.49647055993853,9.28342854794342,1.49647055993853,0.024,0.976
"2011_NE_6","2010s",2011,6,28,"Q2","NE","MA",NA,"Comm",10,"Adult",214.010333598456,84.2560368497857,"Giant",-9.12554069871597,-1.10524870123081,2006,2001,5,-0.0394,-0.197,-9.32254069871597,-1.10524870123081,9.32254069871597,1.10524870123081,0.53,0.47
"2011_NE_60","2010s",2011,8,26,"Q3","NE","MA","RR","Rec",7,"Juvenile",134.6,52.992125984252,"LS/SM",-9.56235846809894,-1.55314857563958,2006,2004,2,-0.0394,-0.0788,-9.64115846809894,-1.55314857563958,9.64115846809894,1.55314857563958,0.044,0.956
"2011_NE_61","2010s",2011,8,26,"Q3","NE","MA","RR","Rec",6,"Juvenile",148.6,58.503937007874,"LS/SM",-9.38186401597171,-1.5117869056014,2006,2005,1,-0.0394,-0.0394,-9.42126401597172,-1.5117869056014,9.42126401597172,1.5117869056014,0.01,0.99
"2011_NE_62","2010s",2011,8,26,"Q3","NE","MA","RR","Rec",5,"Juvenile",109.2,42.992125984252,"YS/School",-9.87343772210153,-1.54679164248538,2006,2006,0,-0.0394,0,-9.87343772210153,-1.54679164248538,9.87343772210153,1.54679164248538,0.202,0.798
"2011_NE_63","2010s",2011,8,26,"Q3","NE","MA","RR","Rec",4,"Juvenile",109.2,42.992125984252,"YS/School",-8.89671288927786,-1.44311189859702,2006,2007,-1,-0.0394,0.0394,-8.85731288927786,-1.44311189859702,8.85731288927786,1.44311189859702,0.018,0.982
"2011_NE_64","2010s",2011,8,29,"Q3","NE","MA","RR","Rec",7,"Juvenile",114.3,45,"YS/School",-9.05012639329438,-1.82901586257771,2006,2004,2,-0.0394,-0.0788,-9.12892639329438,-1.82901586257771,9.12892639329438,1.82901586257771,0.002,0.998
"2011_NE_65","2010s",2011,8,29,"Q3","NE","MA","RR","Rec",7,"Juvenile",139.7,55,"LS/SM",-8.54618621266702,-0.89252767677901,2006,2004,2,-0.0394,-0.0788,-8.62498621266702,-0.89252767677901,8.62498621266702,0.89252767677901,0.97,0.03
"2011_NE_66","2010s",2011,8,29,"Q3","NE","MA","RR","Rec",7,"Juvenile",153.6297,60.4841338582677,"LS/SM",-8.7054053023521,-1.31908110993587,2006,2004,2,-0.0394,-0.0788,-8.7842053023521,-1.31908110993587,8.7842053023521,1.31908110993587,0.082,0.918
"2011_NE_67","2010s",2011,9,2,"Q3","NE","MA",NA,"Comm",21,"Adult",271.018,106.7,"Giant",-7.91558824790954,-1.35309808715073,2006,1990,16,-0.0394,-0.6304,-8.54598824790954,-1.35309808715073,8.54598824790954,1.35309808715073,0.188,0.812
"2011_NE_68","2010s",2011,9,2,"Q3","NE","MA",NA,"Comm",10,"Adult",188.859,74.353937007874,"LM",-8.61382447763662,-1.58568748810317,2006,2001,5,-0.0394,-0.197,-8.81082447763662,-1.58568748810317,8.81082447763662,1.58568748810317,0.024,0.976
"2011_NE_69","2010s",2011,9,2,"Q3","NE","ME","HARPOON","Comm",10,"Adult",279.4,110,"Giant",-8.54011686160005,-1.58758306164058,2006,2001,5,-0.0394,-0.197,-8.73711686160005,-1.58758306164058,8.73711686160005,1.58758306164058,0.004,0.996
"2011_NE_7","2010s",2011,6,28,"Q2","NE","MA",NA,"Rec",9,"Adult",182.189848096823,71.7282866522926,"LS/SM",-8.46165771186049,-1.35854807413191,2006,2002,4,-0.0394,-0.1576,-8.61925771186049,-1.35854807413191,8.61925771186049,1.35854807413191,0.034,0.966
"2011_NE_70","2010s",2011,9,2,"Q3","NE","MA",NA,"Rec",8,"Adult",176.055,69.3129921259843,"LS/SM",-8.45975237075848,-1.05917330858475,2006,2003,3,-0.0394,-0.1182,-8.57795237075848,-1.05917330858475,8.57795237075848,1.05917330858475,0.528,0.472
"2011_NE_71","2010s",2011,9,3,"Q3","NE","MA","RR","Rec",7,"Juvenile",119.4,47.007874015748,"LS/SM",-8.75873512453969,-1.92201484269984,2006,2004,2,-0.0394,-0.0788,-8.83753512453969,-1.92201484269984,8.83753512453969,1.92201484269984,0.014,0.986
"2011_NE_72","2010s",2011,9,3,"Q3","NE","MA","RR","Rec",7,"Juvenile",147.3,57.992125984252,"LS/SM",-9.54431749301685,-1.56908976944632,2006,2004,2,-0.0394,-0.0788,-9.62311749301685,-1.56908976944632,9.62311749301685,1.56908976944632,0.04,0.96
"2011_NE_73","2010s",2011,9,9,"Q3","NE","MA","RR","Rec",6,"Juvenile",148.6,58.503937007874,"LS/SM",-9.82758091324093,-1.66209489387622,2006,2005,1,-0.0394,-0.0394,-9.86698091324093,-1.66209489387622,9.86698091324093,1.66209489387622,0.202,0.798
"2011_NE_74","2010s",2011,9,9,"Q3","NE","MA","RR","Rec",5,"Juvenile",127,50,"LS/SM",-8.38515262958938,-2.06183333676438,2006,2006,0,-0.0394,0,-8.38515262958938,-2.06183333676438,8.38515262958938,2.06183333676438,0.006,0.994
"2011_NE_75","2010s",2011,9,10,"Q3","NE","MA","RR","Rec",8,"Adult",155.2,61.1023622047244,"LS/SM",-8.75809555241539,-1.10804682327196,2006,2003,3,-0.0394,-0.1182,-8.87629555241539,-1.10804682327196,8.87629555241539,1.10804682327196,0.666,0.334
"2011_NE_76","2010s",2011,9,10,"Q3","NE","MA","RR","Rec",7,"Juvenile",142.4,56.0629921259843,"LS/SM",-9.37532396485274,-1.37025153882461,2006,2004,2,-0.0394,-0.0788,-9.45412396485274,-1.37025153882461,9.45412396485274,1.37025153882461,0.002,0.998
"2011_NE_77","2010s",2011,9,10,"Q3","NE","MA","RR","Rec",7,"Juvenile",146.5,57.6771653543307,"LS/SM",-9.01509133479118,-1.07941100318417,2006,2004,2,-0.0394,-0.0788,-9.09389133479118,-1.07941100318417,9.09389133479118,1.07941100318417,0.06,0.94
"2011_NE_78","2010s",2011,9,10,"Q3","NE","MA","RR","Rec",7,"Juvenile",147.8,58.1889763779528,"LS/SM",-8.8889125327399,-1.36502180426448,2006,2004,2,-0.0394,-0.0788,-8.9677125327399,-1.36502180426448,8.9677125327399,1.36502180426448,0.064,0.936
"2011_NE_79","2010s",2011,9,10,"Q3","NE","MA","RR","Rec",6,"Juvenile",114.4,45.0393700787402,"YS/School",-9.28391259589593,-1.08802470751403,2006,2005,1,-0.0394,-0.0394,-9.32331259589593,-1.08802470751403,9.32331259589593,1.08802470751403,0.454,0.546
"2011_NE_8","2010s",2011,6,28,"Q2","NE","MA",NA,"Comm",9,"Adult",191.896000471123,75.5496064846939,"LM",-8.84303572123018,-1.16748972057344,2006,2002,4,-0.0394,-0.1576,-9.00063572123018,-1.16748972057344,9.00063572123018,1.16748972057344,0.264,0.736
"2011_NE_80","2010s",2011,9,10,"Q3","NE","MA","RR","Rec",4,"Juvenile",142.5,56.1023622047244,"LS/SM",-9.73980814655538,-1.54330583120702,2006,2007,-1,-0.0394,0.0394,-9.70040814655538,-1.54330583120702,9.70040814655538,1.54330583120702,0.05,0.95
"2011_NE_81","2010s",2011,9,11,"Q3","NE","MA","RR","Rec",8,"Adult",118.5,46.6535433070866,"YS/School",-9.51737407614004,-1.68031203527525,2006,2003,3,-0.0394,-0.1182,-9.63557407614004,-1.68031203527525,9.63557407614004,1.68031203527525,0.044,0.956
"2011_NE_82","2010s",2011,9,11,"Q3","NE","MA","RR","Rec",6,"Juvenile",144.5,56.8897637795276,"LS/SM",-9.23671231747024,-1.12682285912984,2006,2005,1,-0.0394,-0.0394,-9.27611231747024,-1.12682285912984,9.27611231747024,1.12682285912984,0.512,0.488
"2011_NE_83","2010s",2011,9,11,"Q3","NE","MA","RR","Rec",6,"Juvenile",147.8,58.1889763779528,"LS/SM",-10.4105933809322,-1.74549658347555,2006,2005,1,-0.0394,-0.0394,-10.4499933809322,-1.74549658347555,10.4499933809322,1.74549658347555,0.202,0.798
"2011_NE_84","2010s",2011,9,11,"Q3","NE","MA","RR","Rec",6,"Juvenile",148.5,58.4645669291339,"LS/SM",-9.30004126689902,-1.37778689876683,2006,2005,1,-0.0394,-0.0394,-9.33944126689902,-1.37778689876683,9.33944126689902,1.37778689876683,0.048,0.952
"2011_NE_85","2010s",2011,9,11,"Q3","NE","MA","RR","Rec",6,"Juvenile",148.8,58.5826771653543,"LS/SM",-9.02570207213751,-1.16678839848691,2006,2005,1,-0.0394,-0.0394,-9.06510207213751,-1.16678839848691,9.06510207213751,1.16678839848691,0.234,0.766
"2011_NE_86","2010s",2011,9,13,"Q3","NE","MA",NA,"Comm",11,"Adult",216.601,85.2759842519685,"Giant",-9.3444062221826,-1.04890573615846,2006,2000,6,-0.0394,-0.2364,-9.58080622218259,-1.04890573615846,9.58080622218259,1.04890573615846,0.352,0.648
"2011_NE_87","2010s",2011,9,13,"Q3","NE","MA",NA,"Rec",10,"Adult",182.457,71.8334645669291,"LS/SM",-9.07206085456762,-1.55333902013893,2006,2001,5,-0.0394,-0.197,-9.26906085456762,-1.55333902013893,9.26906085456762,1.55333902013893,0.02,0.98
"2011_NE_88","2010s",2011,9,13,"Q3","NE","MA",NA,"Comm",10,"Adult",196.328,77.2944881889764,"LM",-8.82261307371078,-1.09129437738256,2006,2001,5,-0.0394,-0.197,-9.01961307371078,-1.09129437738256,9.01961307371078,1.09129437738256,0.444,0.556
"2011_NE_89","2010s",2011,9,13,"Q3","NE","MA",NA,"Comm",8,"Adult",188.859,74.353937007874,"LM",-9.25438194065704,-1.32347701700797,2006,2003,3,-0.0394,-0.1182,-9.37258194065704,-1.32347701700797,9.37258194065704,1.32347701700797,0.062,0.938
"2011_NE_9","2010s",2011,7,1,"Q3","NE","MA","RR","Comm",7,"Juvenile",200.7,79.0157480314961,"LM",-8.89974677819158,-1.32624608174149,2006,2004,2,-0.0394,-0.0788,-8.97854677819158,-1.32624608174149,8.97854677819158,1.32624608174149,0.086,0.914
"2011_NE_90","2010s",2011,9,13,"Q3","NE","MA",NA,"Rec",7,"Juvenile",168.586,66.3724409448819,"LS/SM",-8.5738443099984,-1.23208307050179,2006,2004,2,-0.0394,-0.0788,-8.6526443099984,-1.23208307050179,8.6526443099984,1.23208307050179,0.13,0.87
"2011_NE_91","2010s",2011,9,14,"Q3","NE","MA",NA,"Comm",10,"Adult",193.127,76.0342519685039,"LM",-8.56770651799084,-1.42371970867598,2006,2001,5,-0.0394,-0.197,-8.76470651799084,-1.42371970867598,8.76470651799084,1.42371970867598,0,1
"2011_NE_92","2010s",2011,9,14,"Q3","NE","MA",NA,"Comm",10,"Adult",198.462,78.1346456692913,"LM",-9.2377542092185,-1.48818679581701,2006,2001,5,-0.0394,-0.197,-9.4347542092185,-1.48818679581701,9.4347542092185,1.48818679581701,0.01,0.99
"2011_NE_93","2010s",2011,9,14,"Q3","NE","MA","RR","Comm",9,"Adult",190.5,75,"LM",-9.06059163748334,-1.02550672213739,2006,2002,4,-0.0394,-0.1576,-9.21819163748334,-1.02550672213739,9.21819163748334,1.02550672213739,0.33,0.67
"2011_NE_94","2010s",2011,9,14,"Q3","NE","MA",NA,"Comm",9,"Adult",193.127,76.0342519685039,"LM",-8.78814721261324,-1.23986642176013,2006,2002,4,-0.0394,-0.1576,-8.94574721261324,-1.23986642176013,8.94574721261324,1.23986642176013,0.124,0.876
"2011_NE_95","2010s",2011,9,14,"Q3","NE","MA",NA,"Comm",9,"Adult",200.596,78.9748031496063,"LM",-9.08038866885572,-1.26273411029653,2006,2002,4,-0.0394,-0.1576,-9.23798866885572,-1.26273411029653,9.23798866885572,1.26273411029653,0.08,0.92
"2011_NE_96","2010s",2011,9,17,"Q3","NE","MA","RR","Rec",8,"Adult",148.6,58.503937007874,"LS/SM",-9.05087857623012,-1.89762110093613,2006,2003,3,-0.0394,-0.1182,-9.16907857623012,-1.89762110093613,9.16907857623012,1.89762110093613,0.002,0.998
"2011_NE_97","2010s",2011,9,17,"Q3","NE","MA","RR","Rec",6,"Juvenile",118.1,46.496062992126,"YS/School",-8.74593742689287,-1.48661885908983,2006,2005,1,-0.0394,-0.0394,-8.78533742689287,-1.48661885908983,8.78533742689287,1.48661885908983,0.018,0.982
"2011_NE_98","2010s",2011,9,18,"Q3","NE","MA","RR","Rec",6,"Juvenile",119.2,46.9291338582677,"YS/School",-8.92263518270083,-1.3773965097114,2006,2005,1,-0.0394,-0.0394,-8.96203518270083,-1.3773965097114,8.96203518270083,1.3773965097114,0.056,0.944
"2011_NE_99","2010s",2011,9,18,"Q3","NE","MA","RR","Rec",6,"Juvenile",120.6,47.4803149606299,"LS/SM",-9.31244520848703,-1.55953195332028,2006,2005,1,-0.0394,-0.0394,-9.35184520848703,-1.55953195332028,9.35184520848703,1.55953195332028,0.034,0.966
"2012_GOM_1","2010s",2012,3,27,"Q1","GOM","FL","LL","Comm",11,"Adult",231.525,91.1515748031496,"Giant",-8.08894535593139,-1.24158034961136,2006,2001,5,-0.0394,-0.197,-8.28594535593139,-1.24158034961136,8.28594535593139,1.24158034961136,0.138,0.862
"2012_GOM_10","2010s",2012,4,30,"Q2","GOM","FL","LL","Comm",10,"Adult",247.989,97.6334645669291,"Giant",-8.38665015347625,-1.21545160063856,2006,2002,4,-0.0394,-0.1576,-8.54425015347625,-1.21545160063856,8.54425015347625,1.21545160063856,0.284,0.716
"2012_GOM_11","2010s",2012,5,3,"Q2","GOM","LA","LL","Comm",11,"Adult",236.67,93.1771653543307,"Giant",-8.64745549574627,-1.58443554793715,2006,2001,5,-0.0394,-0.197,-8.84445549574627,-1.58443554793715,8.84445549574627,1.58443554793715,0.01,0.99
"2012_GOM_12","2010s",2012,5,4,"Q2","GOM","LA","LL","Comm",13,"Adult",255.192,100.469291338583,"Giant",-8.52000829926204,-1.46843945291246,2006,1999,7,-0.0394,-0.2758,-8.79580829926204,-1.46843945291246,8.79580829926204,1.46843945291246,0.094,0.906
"2012_GOM_13","2010s",2012,5,12,"Q2","GOM","FL","LL","Comm",18,"Adult",260.337,102.494881889764,"Giant",-8.29142198206826,-1.50644717772522,2006,1994,12,-0.0394,-0.4728,-8.76422198206826,-1.50644717772522,8.76422198206826,1.50644717772522,0,1
"2012_GOM_14","2010s",2012,5,12,"Q2","GOM","FL","LL","Comm",17,"Adult",252.105,99.253937007874,"Giant",-9.14476013243824,-0.922418637944525,2006,1995,11,-0.0394,-0.4334,-9.57816013243824,-0.922418637944525,9.57816013243824,0.922418637944525,0.908,0.092
"2012_GOM_15","2010s",2012,5,12,"Q2","GOM","FL","LL","Comm",13,"Adult",239.757,94.3925196850394,"Giant",-8.86640712766141,-1.43133882570597,2006,1999,7,-0.0394,-0.2758,-9.14220712766141,-1.43133882570597,9.14220712766141,1.43133882570597,0.006,0.994
"2012_GOM_16","2010s",2012,5,13,"Q2","GOM","FL","LL","Comm",17,"Adult",250.047,98.4437007874016,"Giant",-8.2323404521291,-1.64875759720232,2006,1995,11,-0.0394,-0.4334,-8.6657404521291,-1.64875759720232,8.6657404521291,1.64875759720232,0.006,0.994
"2012_GOM_17","2010s",2012,5,13,"Q2","GOM","FL","LL","Comm",13,"Adult",240.786,94.7976377952756,"Giant",-8.04465883032326,-1.4989347448047,2006,1999,7,-0.0394,-0.2758,-8.32045883032326,-1.4989347448047,8.32045883032326,1.4989347448047,0.064,0.936
"2012_GOM_18","2010s",2012,5,13,"Q2","GOM","FL","LL","Comm",12,"Adult",268.569,105.735826771654,"Giant",-8.2712578035708,-0.59045162275392,2006,2000,6,-0.0394,-0.2364,-8.5076578035708,-0.59045162275392,8.5076578035708,0.59045162275392,0.988,0.012
"2012_GOM_19","2010s",2012,5,14,"Q2","GOM","TX","LL","Comm",16,"Adult",255.192,100.469291338583,"Giant",-8.48159593358326,-1.60812153132411,2006,1996,10,-0.0394,-0.394,-8.87559593358326,-1.60812153132411,8.87559593358326,1.60812153132411,0.026,0.974
"2012_GOM_2","2010s",2012,3,29,"Q1","GOM","FL","LL","Comm",14,"Adult",272.685,107.356299212598,"Giant",-8.10591712911164,-1.80429053526773,2006,1998,8,-0.0394,-0.3152,-8.42111712911164,-1.80429053526773,8.42111712911164,1.80429053526773,0.072,0.928
"2012_GOM_20","2010s",2012,6,3,"Q2","GOM","LA","LL","Comm",13,"Adult",250.047,98.4437007874016,"Giant",-7.89445605195912,-1.26456005026571,2006,1999,7,-0.0394,-0.2758,-8.17025605195912,-1.26456005026571,8.17025605195912,1.26456005026571,0.42,0.58
"2012_GOM_3","2010s",2012,3,29,"Q1","GOM","FL","LL","Comm",12,"Adult",244.902,96.4181102362205,"Giant",-8.52202866518685,-1.36638453570753,2006,2000,6,-0.0394,-0.2364,-8.75842866518685,-1.36638453570753,8.75842866518685,1.36638453570753,0.012,0.988
"2012_GOM_4","2010s",2012,4,6,"Q2","GOM","FL","LL","Comm",13,"Adult",247.989,97.6334645669291,"Giant",-8.48988949501027,-0.876482917523565,2006,1999,7,-0.0394,-0.2758,-8.76568949501027,-0.876482917523565,8.76568949501027,0.876482917523565,0.942,0.058
"2012_GOM_5","2010s",2012,4,12,"Q2","GOM","FL","LL","Comm",34,"Adult",279.888,110.192125984252,"Giant",-7.5200579077211,-1.11961769186055,2006,1978,28,-0.0394,-1.1032,-8.6232579077211,-1.11961769186055,8.6232579077211,1.11961769186055,0.298,0.702
"2012_GOM_6","2010s",2012,4,12,"Q2","GOM","FL","LL","Comm",13,"Adult",245.931,96.8232283464567,"Giant",-8.26423835539867,-1.72987355576049,2006,1999,7,-0.0394,-0.2758,-8.54003835539867,-1.72987355576049,8.54003835539867,1.72987355576049,0.046,0.954
"2012_GOM_7","2010s",2012,4,30,"Q2","GOM","FL","LL","Comm",24,"Adult",280.917,110.597244094488,"Giant",-8.73462575602101,-1.79180349811035,2006,1988,18,-0.0394,-0.7092,-9.44382575602101,-1.79180349811035,9.44382575602101,1.79180349811035,0.002,0.998
"2012_GOM_8","2010s",2012,4,30,"Q2","GOM","FL","LL","Comm",14,"Adult",275.772,108.571653543307,"Giant",-8.33882084722897,-0.952346035789188,2006,1998,8,-0.0394,-0.3152,-8.65402084722897,-0.952346035789188,8.65402084722897,0.952346035789188,0.566,0.434
"2012_GOM_9","2010s",2012,4,30,"Q2","GOM","FL","LL","Comm",13,"Adult",240.786,94.7976377952756,"Giant",-7.98855291281202,-1.42227688680955,2006,1999,7,-0.0394,-0.2758,-8.26435291281202,-1.42227688680955,8.26435291281202,1.42227688680955,0.024,0.976
"2012_MA_1","2010s",2012,6,3,"Q2","MA","MD","RR","Rec",4,"Juvenile",98.8869,38.9318503937008,"YS/School",-8.92686895050176,-1.03413442501192,2006,2008,-2,-0.0394,0.0788,-8.84806895050176,-1.03413442501192,8.84806895050176,1.03413442501192,0.706,0.294
"2012_MA_10","2010s",2012,6,22,"Q2","MA","MD","RR","Rec",5,"Juvenile",102.8,40.4724409448819,"YS/School",-9.74990561193739,-0.900565428372298,2006,2007,-1,-0.0394,0.0394,-9.71050561193739,-0.900565428372298,9.71050561193739,0.900565428372298,0.812,0.188
"2012_MA_100","2010s",2012,2,16,"Q1","MA","NC","RR","Rec",8,"Adult",179.4,70.6299212598425,"LS/SM",-9.2,-1.1,2006,2004,2,-0.0394,-0.0788,-9.2788,-1.1,9.2788,1.1,0.526,0.474
"2012_MA_101","2010s",2012,2,16,"Q1","MA","NC","RR","Rec",7,"Juvenile",162.3,63.8976377952756,"LS/SM",-9,-0.5,2006,2005,1,-0.0394,-0.0394,-9.0394,-0.5,9.0394,0.5,0.936,0.064
"2012_MA_103","2010s",2012,2,22,"Q1","MA","NC","RR","Rec",8,"Adult",163.4,64.3307086614173,"LS/SM",-9.2,-0.9,2006,2004,2,-0.0394,-0.0788,-9.2788,-0.9,9.2788,0.9,0.988,0.012
"2012_MA_104","2010s",2012,2,22,"Q1","MA","NC","RR","Rec",7,"Juvenile",182.6,71.8897637795276,"LS/SM",-9.5,-1,2006,2005,1,-0.0394,-0.0394,-9.5394,-1,9.5394,1,0.338,0.662
"2012_MA_105","2010s",2012,2,22,"Q1","MA","NC","RR","Rec",6,"Juvenile",163.4,64.3307086614173,"LS/SM",-9.8,-1.1,2006,2006,0,-0.0394,0,-9.8,-1.1,9.8,1.1,0.612,0.388
"2012_MA_106","2010s",2012,2,22,"Q1","MA","NC","RR","Rec",6,"Juvenile",175.2,68.9763779527559,"LS/SM",-9.3,-1.1,2006,2006,0,-0.0394,0,-9.3,-1.1,9.3,1.1,0.53,0.47
